epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,2228.66,0.89447,0.58203,1.16331,0.50082,0.55329,0.49223,0.2331,1.75386,0.92879,1.89012,0.008548,0.008548,0.008548
24,2320.98,0.85006,0.57134,1.14527,0.48722,0.58012,0.48033,0.2298,1.74295,0.93934,1.86597,0.008482,0.008482,0.008482
25,2413.53,0.83597,0.55662,1.13409,0.59276,0.47679,0.51044,0.24242,1.73658,0.93751,1.80405,0.008416,0.008416,0.008416
26,2503.71,0.80233,0.54419,1.11124,0.54878,0.49722,0.47419,0.23424,1.73737,0.97735,1.84831,0.00835,0.00835,0.00835
27,2596.52,0.81466,0.54473,1.13086,0.51891,0.44165,0.46045,0.21434,1.80407,0.9929,1.94766,0.008284,0.008284,0.008284
28,2687.79,0.79993,0.53385,1.11979,0.54877,0.52677,0.48806,0.23358,1.68826,0.88712,1.8228,0.008218,0.008218,0.008218
29,2779.38,0.78682,0.52806,1.11007,0.52705,0.45539,0.4763,0.23306,1.74468,0.93677,1.86178,0.008152,0.008152,0.008152
30,2877.07,0.77215,0.5099,1.10356,0.51455,0.51328,0.47663,0.23902,1.70644,0.87818,1.7961,0.008086,0.008086,0.008086
31,2978.91,0.77469,0.50955,1.10223,0.53115,0.52006,0.47991,0.22194,1.79895,0.93592,1.97703,0.00802,0.00802,0.00802
32,3074.14,0.76219,0.4991,1.09225,0.52683,0.53271,0.48141,0.2432,1.71743,0.92416,1.84772,0.007954,0.007954,0.007954
33,3165.22,0.76191,0.4985,1.09283,0.5052,0.48952,0.45522,0.21539,1.70033,0.98498,1.82263,0.007888,0.007888,0.007888
34,3266.3,0.74587,0.49502,1.08118,0.55406,0.49533,0.50373,0.24038,1.64132,0.91216,1.77229,0.007822,0.007822,0.007822
35,3362.06,0.73774,0.49733,1.07305,0.51473,0.52333,0.48808,0.23273,1.74241,0.90044,1.8628,0.007756,0.007756,0.007756
36,3452.74,0.71466,0.4797,1.06487,0.5244,0.53268,0.49562,0.24852,1.66162,0.88141,1.77665,0.00769,0.00769,0.00769
37,3543.14,0.69362,0.46723,1.05347,0.49194,0.51139,0.49539,0.22985,1.70157,0.86744,1.87204,0.007624,0.007624,0.007624
38,3635.4,0.71218,0.47101,1.06875,0.43078,0.53591,0.45372,0.21877,1.72876,0.91723,1.83343,0.007558,0.007558,0.007558
39,3731.76,0.70484,0.47536,1.05891,0.47931,0.5233,0.47871,0.2393,1.65969,0.87913,1.78754,0.007492,0.007492,0.007492
40,3822.32,0.68816,0.4623,1.05435,0.56378,0.47297,0.4753,0.23806,1.67463,0.86732,1.78787,0.007426,0.007426,0.007426
41,3913.65,0.67825,0.45043,1.04052,0.44136,0.54599,0.48673,0.22679,1.69865,0.91023,1.82105,0.00736,0.00736,0.00736
42,4031.76,0.67586,0.45274,1.04219,0.41912,0.59432,0.49477,0.24007,1.68303,0.90028,1.79926,0.007294,0.007294,0.007294
43,4125.59,0.66111,0.44207,1.03374,0.54633,0.46643,0.48711,0.23896,1.70839,0.90638,1.78586,0.007228,0.007228,0.007228
44,4216.27,0.64658,0.43426,1.03512,0.51156,0.54534,0.51057,0.25137,1.67167,0.86114,1.80213,0.007162,0.007162,0.007162
45,4308.83,0.6586,0.44311,1.03423,0.57077,0.47336,0.48778,0.23806,1.69308,0.88842,1.78653,0.007096,0.007096,0.007096
46,4426.85,0.6502,0.43108,1.02246,0.56667,0.5559,0.51203,0.24926,1.68451,0.92381,1.78868,0.00703,0.00703,0.00703
47,4521.19,0.64247,0.41761,1.02567,0.48985,0.53414,0.47211,0.2169,1.76226,0.89323,1.89117,0.006964,0.006964,0.006964
48,4612.02,0.63508,0.42454,1.02303,0.57846,0.48632,0.48329,0.24466,1.68076,0.88282,1.79531,0.006898,0.006898,0.006898
49,4703.83,0.62182,0.41915,1.01396,0.55757,0.518,0.49585,0.24431,1.66666,0.88849,1.77522,0.006832,0.006832,0.006832
50,4823.64,0.61967,0.41364,1.01964,0.5659,0.53098,0.49797,0.24107,1.69616,0.85017,1.82793,0.006766,0.006766,0.006766
51,4916.42,0.62953,0.42572,1.02783,0.64146,0.55822,0.52929,0.25818,1.69527,0.83162,1.79655,0.0067,0.0067,0.0067
52,5007.03,0.61077,0.40859,1.01768,0.54602,0.56252,0.49348,0.2415,1.68966,0.91435,1.7802,0.006634,0.006634,0.006634
53,5096.86,0.61317,0.40434,1.00455,0.47849,0.58913,0.49469,0.23219,1.73341,0.88787,1.81292,0.006568,0.006568,0.006568
54,5186.02,0.6053,0.39982,1.00505,0.50793,0.4883,0.49677,0.24252,1.65299,0.85365,1.76542,0.006502,0.006502,0.006502
55,5280.05,0.61046,0.39974,1.0033,0.64997,0.51277,0.52687,0.25285,1.67788,0.85512,1.75453,0.006436,0.006436,0.006436
56,5371.99,0.58984,0.3927,0.99958,0.47395,0.59389,0.50718,0.24022,1.65822,0.84376,1.80555,0.00637,0.00637,0.00637
57,5462.73,0.60862,0.40329,1.00601,0.5375,0.56538,0.49516,0.23401,1.7146,0.88623,1.79197,0.006304,0.006304,0.006304
58,5579.84,0.59105,0.3932,0.99919,0.56923,0.54303,0.51889,0.25628,1.68981,0.8637,1.78461,0.006238,0.006238,0.006238
59,5684.72,0.57191,0.37421,0.98673,0.56251,0.50936,0.51388,0.25052,1.64825,0.86688,1.76445,0.006172,0.006172,0.006172
60,5778.24,0.57846,0.38504,0.99613,0.53051,0.56175,0.51642,0.24808,1.70741,0.85745,1.78515,0.006106,0.006106,0.006106
61,5867.8,0.57147,0.37658,0.98399,0.55793,0.55583,0.53539,0.25911,1.70846,0.84256,1.78637,0.00604,0.00604,0.00604
62,5957.73,0.55966,0.3691,0.982,0.51447,0.52933,0.50502,0.25045,1.66547,0.86464,1.77839,0.005974,0.005974,0.005974
63,6058.37,0.54967,0.36348,0.97883,0.61519,0.57737,0.53309,0.25807,1.68365,0.84347,1.78878,0.005908,0.005908,0.005908
64,6150.97,0.57819,0.38593,0.99485,0.52834,0.59327,0.51461,0.25834,1.65928,0.85795,1.74336,0.005842,0.005842,0.005842
65,6241.15,0.56949,0.37696,0.98641,0.61403,0.58583,0.52762,0.25766,1.67421,0.83962,1.75398,0.005776,0.005776,0.005776
66,6340.1,0.5504,0.36706,0.98122,0.60744,0.58332,0.55081,0.26373,1.64134,0.82526,1.75422,0.00571,0.00571,0.00571
67,6433.86,0.5396,0.35966,0.97651,0.47321,0.53096,0.50362,0.23538,1.72424,0.87408,1.8278,0.005644,0.005644,0.005644
68,6523.91,0.56396,0.37362,0.99091,0.5591,0.52649,0.52952,0.26779,1.64226,0.84531,1.75101,0.005578,0.005578,0.005578
69,6614.35,0.5345,0.35744,0.97002,0.5655,0.51596,0.53568,0.25765,1.70621,0.85132,1.79118,0.005512,0.005512,0.005512
70,6706.19,0.53406,0.35633,0.97158,0.59742,0.51519,0.53031,0.25793,1.70472,0.83931,1.78864,0.005446,0.005446,0.005446
71,6797.41,0.54268,0.3594,0.98256,0.55877,0.564,0.5232,0.25254,1.69082,0.84943,1.78286,0.00538,0.00538,0.00538
72,6887.64,0.53315,0.35705,0.97093,0.55983,0.5067,0.51474,0.2435,1.73835,0.90766,1.83093,0.005314,0.005314,0.005314
73,6977.32,0.5292,0.34583,0.96342,0.53548,0.54628,0.53014,0.25768,1.67012,0.82904,1.77659,0.005248,0.005248,0.005248
74,7068.14,0.52062,0.35064,0.96773,0.52211,0.54977,0.51534,0.25245,1.70868,0.85474,1.78494,0.005182,0.005182,0.005182
75,7171.31,0.52691,0.34863,0.96848,0.55474,0.50449,0.51147,0.24273,1.71586,0.86496,1.78535,0.005116,0.005116,0.005116
76,7261.43,0.50749,0.33591,0.96248,0.51718,0.59515,0.54168,0.25914,1.69822,0.84009,1.79116,0.00505,0.00505,0.00505
77,7351.17,0.51717,0.34038,0.95667,0.60969,0.53085,0.52511,0.2542,1.68642,0.8334,1.80257,0.004984,0.004984,0.004984
78,7449.04,0.52388,0.34101,0.96668,0.53903,0.55837,0.53395,0.26446,1.68919,0.84924,1.77288,0.004918,0.004918,0.004918
79,7543.21,0.50902,0.34044,0.96107,0.53168,0.57525,0.52283,0.25167,1.68903,0.87519,1.7685,0.004852,0.004852,0.004852
80,7633.02,0.50632,0.33359,0.95543,0.59633,0.54465,0.51119,0.24699,1.72719,0.84299,1.8429,0.004786,0.004786,0.004786
81,7722.73,0.49449,0.32886,0.95015,0.61388,0.57734,0.55247,0.27295,1.68086,0.83605,1.76088,0.00472,0.00472,0.00472
82,7823.98,0.48924,0.33177,0.94733,0.54117,0.54098,0.51404,0.25354,1.69806,0.851,1.7926,0.004654,0.004654,0.004654
83,7917.68,0.50107,0.3314,0.95966,0.59687,0.60118,0.56268,0.27586,1.66698,0.832,1.73601,0.004588,0.004588,0.004588
84,8009.24,0.48259,0.31699,0.93936,0.5237,0.54813,0.51757,0.24424,1.69289,0.83697,1.79811,0.004522,0.004522,0.004522
85,8100.61,0.49576,0.32562,0.95538,0.54236,0.53198,0.51449,0.25633,1.70947,0.87522,1.79239,0.004456,0.004456,0.004456
86,8205.24,0.49435,0.32736,0.94666,0.56788,0.53107,0.53043,0.25655,1.69052,0.82786,1.78009,0.00439,0.00439,0.00439
87,8328.71,0.48272,0.31577,0.94345,0.5912,0.56165,0.5354,0.25581,1.72783,0.83169,1.835,0.004324,0.004324,0.004324
88,8418.72,0.48128,0.31449,0.94424,0.54018,0.54711,0.51118,0.26208,1.70974,0.84794,1.80874,0.004258,0.004258,0.004258
89,8509.65,0.47194,0.31037,0.93604,0.53319,0.5253,0.51036,0.25556,1.68544,0.81959,1.77559,0.004192,0.004192,0.004192
90,8634.37,0.47602,0.31386,0.9456,0.54392,0.59832,0.5508,0.26173,1.67354,0.8127,1.76442,0.004126,0.004126,0.004126
91,8729.29,0.4822,0.31685,0.94241,0.59154,0.58129,0.5487,0.26337,1.69397,0.81934,1.77997,0.00406,0.00406,0.00406
92,8819.04,0.45771,0.30228,0.93473,0.61342,0.54276,0.54858,0.25477,1.72211,0.84991,1.82107,0.003994,0.003994,0.003994
93,8908.66,0.47454,0.31444,0.94361,0.60423,0.52315,0.53177,0.24838,1.70943,0.83294,1.79296,0.003928,0.003928,0.003928
94,9000.42,0.47441,0.3167,0.947,0.63258,0.50123,0.52809,0.24845,1.71964,0.82439,1.80463,0.003862,0.003862,0.003862
95,9097.01,0.45528,0.30354,0.93161,0.64525,0.59808,0.57002,0.27846,1.68233,0.8188,1.7686,0.003796,0.003796,0.003796
96,9187.8,0.45139,0.29894,0.93091,0.64807,0.54828,0.5448,0.2621,1.68704,0.82402,1.77553,0.00373,0.00373,0.00373
97,9277.27,0.45272,0.2928,0.93153,0.60295,0.51116,0.54033,0.26059,1.70686,0.80293,1.81211,0.003664,0.003664,0.003664
98,9374.12,0.45615,0.29787,0.93353,0.65118,0.56415,0.56281,0.26586,1.73058,0.82875,1.85769,0.003598,0.003598,0.003598
99,9476.5,0.45185,0.29864,0.93402,0.58872,0.59755,0.54944,0.26903,1.69929,0.81592,1.78484,0.003532,0.003532,0.003532
100,9572.95,0.44333,0.28946,0.92532,0.65021,0.56483,0.5472,0.26399,1.72439,0.84632,1.83221,0.003466,0.003466,0.003466
101,9662.3,0.43951,0.2872,0.92339,0.65871,0.50976,0.53021,0.26062,1.68645,0.8064,1.76915,0.0034,0.0034,0.0034
102,9750.92,0.44068,0.29223,0.92596,0.6067,0.535,0.54682,0.26095,1.7155,0.83176,1.81432,0.003334,0.003334,0.003334
103,9854.41,0.43213,0.28707,0.92119,0.62546,0.54462,0.53492,0.25875,1.70892,0.82344,1.79928,0.003268,0.003268,0.003268
104,9947.2,0.45523,0.291,0.93097,0.61562,0.54156,0.53804,0.26311,1.71275,0.83266,1.7993,0.003202,0.003202,0.003202
105,10038.6,0.44431,0.29457,0.9253,0.60263,0.59142,0.56158,0.26999,1.71707,0.81569,1.81809,0.003136,0.003136,0.003136
106,10155.1,0.43247,0.28271,0.91932,0.68376,0.57015,0.5783,0.27785,1.71541,0.81575,1.80397,0.00307,0.00307,0.00307
107,10250.1,0.41779,0.27042,0.91757,0.6396,0.57359,0.55388,0.27366,1.71743,0.80521,1.81094,0.003004,0.003004,0.003004
108,10339.8,0.42506,0.27964,0.91755,0.71945,0.55956,0.58017,0.28065,1.71066,0.79588,1.80969,0.002938,0.002938,0.002938
109,10430.5,0.4324,0.28202,0.92263,0.6995,0.53919,0.55964,0.26824,1.70101,0.8337,1.77638,0.002872,0.002872,0.002872
110,10528.7,0.4239,0.27885,0.91736,0.66462,0.5571,0.56783,0.27291,1.73726,0.82974,1.82448,0.002806,0.002806,0.002806
111,10625.3,0.41441,0.27213,0.91579,0.62541,0.52114,0.53553,0.26378,1.71345,0.80779,1.81182,0.00274,0.00274,0.00274
112,10715.4,0.41986,0.27699,0.91345,0.66529,0.55962,0.54725,0.26796,1.71023,0.80507,1.84666,0.002674,0.002674,0.002674
113,10806.8,0.41331,0.27563,0.91646,0.66578,0.57991,0.55953,0.26387,1.72226,0.80394,1.82979,0.002608,0.002608,0.002608
114,10931.3,0.40769,0.26895,0.91224,0.62042,0.5965,0.55474,0.26184,1.75197,0.85431,1.85471,0.002542,0.002542,0.002542
115,11028.7,0.39859,0.26719,0.90968,0.65135,0.51501,0.53437,0.25429,1.74191,0.82395,1.87733,0.002476,0.002476,0.002476
116,11119.1,0.41247,0.27155,0.91432,0.68275,0.55172,0.55152,0.26115,1.73761,0.83679,1.84842,0.00241,0.00241,0.00241
117,11208.8,0.40717,0.27035,0.912,0.61656,0.59354,0.55741,0.25891,1.72334,0.80843,1.8315,0.002344,0.002344,0.002344
118,11305.3,0.40178,0.26383,0.90645,0.63112,0.55445,0.55382,0.26556,1.71946,0.7977,1.82358,0.002278,0.002278,0.002278
119,11401.6,0.4114,0.26847,0.91137,0.6083,0.58267,0.55209,0.26619,1.72338,0.8144,1.83766,0.002212,0.002212,0.002212
120,11492,0.39691,0.25972,0.90499,0.63424,0.54367,0.55932,0.27233,1.7168,0.81601,1.83722,0.002146,0.002146,0.002146
121,11581.6,0.39579,0.26,0.90672,0.64964,0.58426,0.56453,0.27038,1.74193,0.81936,1.84581,0.00208,0.00208,0.00208
122,11669.4,0.39758,0.25926,0.90794,0.61247,0.56782,0.55608,0.26614,1.7373,0.79897,1.85276,0.002014,0.002014,0.002014
123,11763.3,0.39783,0.25954,0.90979,0.60281,0.56249,0.55071,0.26489,1.74689,0.80852,1.83931,0.001948,0.001948,0.001948
