epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,7229.72,0.77358,0.41314,1.04113,0.63352,0.68461,0.60835,0.28879,1.82567,0.84627,1.98769,0.000382115,0.000382115,0.000382115
76,7321.13,0.76681,0.42125,1.04196,0.67944,0.61251,0.62408,0.30624,1.75161,0.83904,1.94971,0.000367967,0.000367967,0.000367967
77,7413.48,0.75744,0.41139,1.02062,0.67812,0.66724,0.6276,0.31025,1.76249,0.81844,1.953,0.00035382,0.00035382,0.00035382
78,7503.68,0.7465,0.40655,1.03413,0.65578,0.65988,0.61438,0.29595,1.78975,0.84403,1.96553,0.000339673,0.000339673,0.000339673
79,7598.36,0.74641,0.40586,1.02606,0.69213,0.61044,0.60196,0.29572,1.81578,0.82971,2.00453,0.000325526,0.000325526,0.000325526
80,7689.55,0.74227,0.4015,1.01862,0.64423,0.64017,0.61223,0.3047,1.77281,0.85834,1.97534,0.000311379,0.000311379,0.000311379
81,7782.01,0.73425,0.39879,1.01726,0.65809,0.62795,0.61291,0.30121,1.77671,0.81229,1.98329,0.000297232,0.000297232,0.000297232
82,7917.63,0.72045,0.39795,1.01642,0.63283,0.68601,0.61407,0.30442,1.79569,0.82787,2.00618,0.000283085,0.000283085,0.000283085
83,8018.88,0.71212,0.38649,1.00981,0.65465,0.6185,0.6007,0.28799,1.81747,0.86407,2.05752,0.000268938,0.000268938,0.000268938
84,8110.88,0.68804,0.37612,0.99411,0.63819,0.67615,0.61616,0.30352,1.74826,0.80755,1.97769,0.000254791,0.000254791,0.000254791
85,8203.19,0.69891,0.38013,0.99928,0.64353,0.66607,0.60862,0.29913,1.77281,0.83648,2.00526,0.000240644,0.000240644,0.000240644
86,8333.47,0.68693,0.37271,0.98937,0.64339,0.69445,0.61719,0.30189,1.79147,0.81892,2.04173,0.000226497,0.000226497,0.000226497
87,8427.74,0.6704,0.37191,0.99489,0.696,0.61317,0.60965,0.30481,1.80259,0.81787,2.05745,0.000212349,0.000212349,0.000212349
88,8518.05,0.66745,0.36051,0.98913,0.68824,0.68278,0.62396,0.31522,1.78753,0.83561,2.04545,0.000198202,0.000198202,0.000198202
89,8610.05,0.66852,0.36742,0.98859,0.69895,0.66456,0.63374,0.3123,1.79824,0.85115,2.07397,0.000184055,0.000184055,0.000184055
90,8699.93,0.65398,0.3602,0.98456,0.67321,0.67269,0.61908,0.30663,1.79939,0.85047,2.08427,0.000169908,0.000169908,0.000169908
91,8840.91,0.62109,0.30804,0.96799,0.66635,0.66627,0.62406,0.30867,1.78281,0.85721,2.05286,0.000155761,0.000155761,0.000155761
92,8930.61,0.59949,0.29465,0.96278,0.68259,0.67471,0.61702,0.29821,1.81038,0.85919,2.09242,0.000141614,0.000141614,0.000141614
93,9022.02,0.59091,0.29129,0.95114,0.68163,0.67678,0.62296,0.3122,1.79117,0.8425,2.08427,0.000127467,0.000127467,0.000127467
94,9124.47,0.58444,0.28689,0.94725,0.68591,0.66982,0.62625,0.32418,1.76813,0.85462,2.06276,0.00011332,0.00011332,0.00011332
95,9254.83,0.58086,0.28529,0.94665,0.69258,0.67629,0.64289,0.32054,1.81366,0.86393,2.1054,9.91726e-05,9.91726e-05,9.91726e-05
96,9344.97,0.57343,0.28262,0.94135,0.67971,0.68877,0.6321,0.31734,1.78239,0.85279,2.07043,8.50255e-05,8.50255e-05,8.50255e-05
97,9434.87,0.5623,0.28008,0.94205,0.71186,0.67471,0.63613,0.31554,1.79127,0.85225,2.08809,7.08784e-05,7.08784e-05,7.08784e-05
98,9531.5,0.55281,0.27598,0.93368,0.70267,0.6679,0.63632,0.31857,1.78105,0.85196,2.07307,5.67313e-05,5.67313e-05,5.67313e-05
99,9625.32,0.53898,0.26956,0.92895,0.70196,0.68285,0.63626,0.31799,1.78723,0.8453,2.09919,4.25842e-05,4.25842e-05,4.25842e-05
100,9715.73,0.54112,0.27305,0.92853,0.7353,0.65529,0.64463,0.32394,1.76924,0.83991,2.08679,2.84371e-05,2.84371e-05,2.84371e-05
