epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1285.92,1.35894,0.88194,1.34095,0.49812,0.69527,0.60688,0.30529,1.56738,0.9418,1.50216,0.00089141,0.00089141,0.00089141
21,1349.58,1.34333,0.85106,1.31904,0.6456,0.56712,0.59471,0.30624,1.58219,0.97127,1.51931,0.000863116,0.000863116,0.000863116
22,1413.01,1.32473,0.82836,1.30652,0.71519,0.5906,0.63708,0.33261,1.58118,0.88232,1.50531,0.000834822,0.000834822,0.000834822
23,1477.14,1.30493,0.80373,1.28845,0.5952,0.65244,0.62147,0.31876,1.57895,0.86673,1.52475,0.000806528,0.000806528,0.000806528
24,1540.78,1.30371,0.78475,1.28571,0.68504,0.58085,0.6333,0.31182,1.61547,0.96314,1.54998,0.000778233,0.000778233,0.000778233
25,1604.3,1.27795,0.78536,1.28308,0.61922,0.60912,0.62188,0.30549,1.65359,0.88554,1.55888,0.000749939,0.000749939,0.000749939
26,1667.95,1.27167,0.75902,1.26961,0.68013,0.58753,0.61965,0.31992,1.59058,0.88792,1.52899,0.000721645,0.000721645,0.000721645
27,1731.34,1.25461,0.74276,1.26519,0.65781,0.61479,0.63978,0.33458,1.64174,0.90093,1.54873,0.000693351,0.000693351,0.000693351
28,1795.25,1.21837,0.71855,1.23442,0.66451,0.63453,0.61462,0.30405,1.69547,0.87036,1.59901,0.000665057,0.000665057,0.000665057
29,1858.82,1.20751,0.70449,1.22704,0.71119,0.61244,0.64052,0.2966,1.71855,0.90348,1.65579,0.000636762,0.000636762,0.000636762
30,1922.39,1.19015,0.68567,1.22764,0.71009,0.62083,0.62835,0.31209,1.70842,0.90487,1.62982,0.000608468,0.000608468,0.000608468
31,1986.08,1.16804,0.67479,1.22002,0.69073,0.59087,0.61257,0.2838,1.7033,0.87212,1.63952,0.000580174,0.000580174,0.000580174
32,2049.67,1.16297,0.64943,1.20012,0.69102,0.62943,0.65913,0.33849,1.67002,0.85056,1.61317,0.00055188,0.00055188,0.00055188
33,2113.96,1.13523,0.63887,1.18479,0.57466,0.66609,0.6103,0.30507,1.64653,0.86549,1.60274,0.000523586,0.000523586,0.000523586
34,2177.56,1.12171,0.6348,1.18875,0.67589,0.61163,0.62481,0.29051,1.78481,0.91034,1.70566,0.000495291,0.000495291,0.000495291
35,2241.01,1.12266,0.62727,1.17286,0.61702,0.63811,0.60414,0.29813,1.7416,0.86364,1.68994,0.000466997,0.000466997,0.000466997
36,2304.58,1.07675,0.59927,1.15926,0.72643,0.62413,0.64251,0.31648,1.69787,0.86238,1.64593,0.000438703,0.000438703,0.000438703
37,2368.16,1.04785,0.58986,1.14872,0.68715,0.60384,0.63686,0.29154,1.82127,0.86068,1.78278,0.000410409,0.000410409,0.000410409
38,2431.66,1.06569,0.58697,1.14694,0.66329,0.64897,0.64039,0.30075,1.77763,0.83517,1.75462,0.000382115,0.000382115,0.000382115
39,2495.3,1.03092,0.56748,1.13324,0.68815,0.59989,0.61312,0.29904,1.74343,0.85919,1.69565,0.00035382,0.00035382,0.00035382
40,2558.84,1.01993,0.55974,1.12483,0.72463,0.63611,0.64819,0.29761,1.75339,0.82853,1.75932,0.000325526,0.000325526,0.000325526
41,2665.29,0.99909,0.49946,1.14087,0.67035,0.63046,0.60881,0.28145,1.76712,0.84264,1.73618,0.000297232,0.000297232,0.000297232
42,2728.67,0.96625,0.47375,1.10949,0.70047,0.60149,0.62219,0.29277,1.73816,0.85646,1.72505,0.000268938,0.000268938,0.000268938
43,2792.18,0.95,0.46812,1.10429,0.64572,0.67336,0.62047,0.29556,1.77709,0.87166,1.73912,0.000240644,0.000240644,0.000240644
44,2855.73,0.9284,0.45972,1.09423,0.66297,0.62511,0.62383,0.29671,1.77975,0.8561,1.76462,0.000212349,0.000212349,0.000212349
45,2919.25,0.89425,0.44665,1.07997,0.681,0.61771,0.60676,0.2839,1.79649,0.85493,1.80046,0.000184055,0.000184055,0.000184055
46,2982.71,0.88024,0.43103,1.06879,0.69874,0.59032,0.61461,0.29641,1.78404,0.84634,1.78382,0.000155761,0.000155761,0.000155761
47,3046.3,0.8573,0.41936,1.06027,0.62011,0.64563,0.62057,0.28809,1.77838,0.83735,1.78349,0.000127467,0.000127467,0.000127467
48,3109.92,0.84076,0.41641,1.04407,0.67753,0.63531,0.6184,0.29629,1.78631,0.83454,1.80125,9.91726e-05,9.91726e-05,9.91726e-05
49,3173.39,0.82342,0.4032,1.03341,0.66602,0.62437,0.62126,0.29447,1.7646,0.84592,1.79218,7.08784e-05,7.08784e-05,7.08784e-05
50,3236.74,0.81773,0.40213,1.0329,0.62291,0.69214,0.61977,0.29423,1.79872,0.84734,1.83523,4.25842e-05,4.25842e-05,4.25842e-05
